Item,Price,Quantity,Order Total,Order Date,Month,Year,Month_Num,Day,Weekday,Is_Weekend,Avg_Price_Per_Item,High_Value_Order,Category_Drinks,Category_Main Dishes,Category_Side Dishes,Category_Starters,Payment Method_Credit Card,Payment Method_Digital Wallet
Side Salad,3.0,3.0,9.0,2023-04-04,2023-04,2023,4,4,Tuesday,0,3.0,0,False,False,True,False,False,True
Orange Juice,3.0,3.0,9.0,2023-05-12,2023-05,2023,5,12,Friday,0,3.0,0,True,False,False,False,True,False
Grilled Chicken,15.0,1.0,15.0,2023-04-11,2023-04,2023,4,11,Tuesday,0,15.0,0,False,True,False,False,True,False
Water,1.0,5.0,5.0,2022-08-13,2022-08,2022,8,13,Saturday,1,1.0,0,True,False,False,False,False,True
Pasta Alfredo,12.0,5.0,60.0,2022-03-18,2022-03,2022,3,18,Friday,0,12.0,0,False,True,False,False,False,True
Fruit Salad,4.0,5.0,20.0,2023-01-09,2023-01,2023,1,9,Monday,0,4.0,0,False,False,False,False,True,False
Ice Cream,5.0,5.0,25.0,2022-07-01,2022-07,2022,7,1,Friday,0,5.0,0,False,False,False,False,False,True
Iced Tea,2.5,2.0,5.0,2022-06-05,2022-06,2022,6,5,Sunday,1,2.5,0,True,False,False,False,True,False
Orange Juice,3.0,4.0,12.0,2022-09-11,2022-09,2022,9,11,Sunday,1,3.0,0,True,False,False,False,False,True
Coca Cola,2.5,1.0,2.5,2022-11-08,2022-11,2022,11,8,Tuesday,0,2.5,0,True,False,False,False,False,True
Steak,20.0,4.0,80.0,2023-11-20,2023-11,2023,11,20,Monday,0,20.0,0,False,True,False,False,True,False
Cheesecake,7.0,4.0,28.0,2023-02-19,2023-02,2023,2,19,Sunday,1,7.0,0,False,False,False,False,False,True
Onion Rings,5.0,1.0,5.0,2022-01-15,2022-01,2022,1,15,Saturday,1,5.0,0,False,False,True,False,False,False
Coca Cola,2.5,3.0,7.5,2023-12-08,2023-12,2023,12,8,Friday,0,2.5,0,True,False,False,False,False,False
Chocolate Cake,6.0,5.0,30.0,2023-08-31,2023-08,2023,8,31,Thursday,0,6.0,0,False,False,False,False,True,False
Mashed Potatoes,4.0,5.0,20.0,2023-01-03,2023-01,2023,1,3,Tuesday,0,4.0,0,False,False,True,False,True,False
Sweet Potato Fries,5.0,4.0,20.0,2023-08-22,2023-08,2023,8,22,Tuesday,0,5.0,0,False,False,False,True,False,False
Grilled Chicken,15.0,4.0,60.0,2022-12-10,2022-12,2022,12,10,Saturday,1,15.0,0,False,True,False,False,False,False
Grilled Chicken,15.0,1.0,15.0,2023-08-26,2023-08,2023,8,26,Saturday,1,15.0,0,False,True,False,False,False,True
Vegetarian Platter,14.0,5.0,70.0,2022-03-10,2022-03,2022,3,10,Thursday,0,14.0,0,False,True,False,False,False,True
Garlic Bread,4.0,1.0,4.0,2023-10-31,2023-10,2023,10,31,Tuesday,0,4.0,0,False,False,True,False,False,True
Garlic Bread,4.0,4.0,16.0,2022-04-22,2022-04,2022,4,22,Friday,0,4.0,0,False,False,True,False,True,False
Salmon,18.0,2.0,36.0,2023-08-09,2023-08,2023,8,9,Wednesday,0,18.0,0,False,True,False,False,True,False
Steak,20.0,5.0,100.0,2022-10-21,2022-10,2022,10,21,Friday,0,20.0,0,False,True,False,False,False,True
Sweet Potato Fries,5.0,3.0,15.0,2022-02-19,2022-02,2022,2,19,Saturday,1,5.0,0,False,False,False,True,True,False
Orange Juice,3.0,4.0,12.0,2022-05-13,2022-05,2022,5,13,Friday,0,3.0,0,True,False,False,False,False,True
Side Salad,3.0,3.0,9.0,2023-12-24,2023-12,2023,12,24,Sunday,1,3.0,0,False,False,True,False,False,False
Cheese Fries,5.0,4.0,20.0,2022-09-12,2022-09,2022,9,12,Monday,0,5.0,0,False,False,False,True,True,False
Iced Tea,2.5,2.0,5.0,2023-06-09,2023-06,2023,6,9,Friday,0,2.5,0,True,False,False,False,False,False
Iced Tea,2.5,2.0,5.0,2022-10-23,2022-10,2022,10,23,Sunday,1,2.5,0,True,False,False,False,True,False
Pasta Alfredo,12.0,3.0,36.0,2023-03-12,2023-03,2023,3,12,Sunday,1,12.0,0,False,True,False,False,True,False
Chocolate Cake,6.0,4.0,24.0,2023-07-22,2023-07,2023,7,22,Saturday,1,6.0,0,False,False,False,False,False,True
Vegetarian Platter,14.0,4.0,56.0,2023-09-03,2023-09,2023,9,3,Sunday,1,14.0,0,False,True,False,False,False,False
Chocolate Cake,6.0,3.0,18.0,2022-07-05,2022-07,2022,7,5,Tuesday,0,6.0,0,False,False,False,False,False,False
Water,1.0,3.0,3.0,2022-09-09,2022-09,2022,9,9,Friday,0,1.0,0,True,False,False,False,False,False
Fruit Salad,4.0,1.0,4.0,2022-09-05,2022-09,2022,9,5,Monday,0,4.0,0,False,False,False,False,True,False
Iced Tea,2.5,4.0,10.0,2023-05-19,2023-05,2023,5,19,Friday,0,2.5,0,True,False,False,False,True,False
Chocolate Cake,6.0,5.0,30.0,2022-08-07,2022-08,2022,8,7,Sunday,1,6.0,0,False,False,False,False,False,True
Grilled Vegetables,5.0,3.0,15.0,2023-12-29,2023-12,2023,12,29,Friday,0,5.0,0,False,False,True,False,False,False
Onion Rings,5.0,5.0,25.0,2022-08-27,2022-08,2022,8,27,Saturday,1,5.0,0,False,False,True,False,False,False
Sweet Potato Fries,5.0,4.0,20.0,2022-04-08,2022-04,2022,4,8,Friday,0,5.0,0,False,False,False,True,False,True
Steak,20.0,1.0,20.0,2023-06-12,2023-06,2023,6,12,Monday,0,20.0,0,False,True,False,False,True,False
Brownie,6.0,5.0,30.0,2022-09-16,2022-09,2022,9,16,Friday,0,6.0,0,False,False,False,False,False,False
Vegetarian Platter,14.0,5.0,70.0,2023-01-26,2023-01,2023,1,26,Thursday,0,14.0,0,False,True,False,False,False,True
Chocolate Cake,6.0,1.0,6.0,2022-06-17,2022-06,2022,6,17,Friday,0,6.0,0,False,False,False,False,False,False
Iced Tea,2.5,1.0,2.5,2022-12-27,2022-12,2022,12,27,Tuesday,0,2.5,0,True,False,False,False,False,True
Onion Rings,5.0,2.0,10.0,2023-08-18,2023-08,2023,8,18,Friday,0,5.0,0,False,False,True,False,True,False
Grilled Vegetables,5.0,5.0,25.0,2022-01-09,2022-01,2022,1,9,Sunday,1,5.0,0,False,False,True,False,False,True
French Fries,4.0,4.0,16.0,2022-03-12,2022-03,2022,3,12,Saturday,1,4.0,0,False,False,False,True,False,False
Grilled Vegetables,5.0,2.0,10.0,2022-02-21,2022-02,2022,2,21,Monday,0,5.0,0,False,False,True,False,False,False
French Fries,4.0,4.0,16.0,2023-12-13,2023-12,2023,12,13,Wednesday,0,4.0,0,False,False,False,True,False,True
Ice Cream,5.0,4.0,20.0,2022-08-07,2022-08,2022,8,7,Sunday,1,5.0,0,False,False,False,False,False,True
Brownie,6.0,4.0,24.0,2023-02-14,2023-02,2023,2,14,Tuesday,0,6.0,0,False,False,False,False,False,False
French Fries,4.0,5.0,20.0,2022-11-23,2022-11,2022,11,23,Wednesday,0,4.0,0,False,False,False,True,False,True
French Fries,4.0,2.0,8.0,2023-05-22,2023-05,2023,5,22,Monday,0,4.0,0,False,False,False,True,False,True
Coca Cola,2.5,1.0,2.5,2023-07-25,2023-07,2023,7,25,Tuesday,0,2.5,0,True,False,False,False,True,False
Steak,20.0,4.0,80.0,2022-05-08,2022-05,2022,5,8,Sunday,1,20.0,0,False,True,False,False,False,True
Chicken Melt,8.0,4.0,32.0,2023-11-29,2023-11,2023,11,29,Wednesday,0,8.0,0,False,False,False,True,False,False
Coca Cola,2.5,5.0,12.5,2022-12-04,2022-12,2022,12,4,Sunday,1,2.5,0,True,False,False,False,False,True
Grilled Chicken,15.0,3.0,45.0,2023-03-27,2023-03,2023,3,27,Monday,0,15.0,0,False,True,False,False,False,True
Iced Tea,2.5,4.0,10.0,2022-05-31,2022-05,2022,5,31,Tuesday,0,2.5,0,True,False,False,False,True,False
Water,1.0,4.0,4.0,2023-03-24,2023-03,2023,3,24,Friday,0,1.0,0,True,False,False,False,False,False
Pasta Alfredo,12.0,4.0,48.0,2023-04-15,2023-04,2023,4,15,Saturday,1,12.0,0,False,True,False,False,False,False
Ice Cream,5.0,5.0,25.0,2023-09-17,2023-09,2023,9,17,Sunday,1,5.0,0,False,False,False,False,False,False
Salmon,18.0,4.0,72.0,2023-02-01,2023-02,2023,2,1,Wednesday,0,18.0,0,False,True,False,False,False,False
Vegetarian Platter,14.0,4.0,56.0,2022-01-06,2022-01,2022,1,6,Thursday,0,14.0,0,False,True,False,False,True,False
Garlic Bread,4.0,4.0,16.0,2023-05-03,2023-05,2023,5,3,Wednesday,0,4.0,0,False,False,True,False,True,False
Chicken Melt,8.0,5.0,40.0,2022-04-01,2022-04,2022,4,1,Friday,0,8.0,0,False,False,False,True,True,False
Water,1.0,4.0,4.0,2023-11-19,2023-11,2023,11,19,Sunday,1,1.0,0,True,False,False,False,False,True
Iced Tea,2.5,4.0,10.0,2023-12-22,2023-12,2023,12,22,Friday,0,2.5,0,True,False,False,False,True,False
Coca Cola,2.5,1.0,2.5,2023-02-23,2023-02,2023,2,23,Thursday,0,2.5,0,True,False,False,False,False,False
Ice Cream,5.0,2.0,10.0,2022-10-21,2022-10,2022,10,21,Friday,0,5.0,0,False,False,False,False,True,False
Chocolate Cake,6.0,2.0,12.0,2023-05-15,2023-05,2023,5,15,Monday,0,6.0,0,False,False,False,False,False,True
Grilled Vegetables,5.0,2.0,10.0,2022-02-23,2022-02,2022,2,23,Wednesday,0,5.0,0,False,False,True,False,False,False
Orange Juice,3.0,2.0,6.0,2023-03-15,2023-03,2023,3,15,Wednesday,0,3.0,0,True,False,False,False,True,False
Garlic Bread,4.0,5.0,20.0,2022-06-04,2022-06,2022,6,4,Saturday,1,4.0,0,False,False,True,False,True,False
Onion Rings,5.0,3.0,15.0,2023-05-18,2023-05,2023,5,18,Thursday,0,5.0,0,False,False,True,False,False,True
Mashed Potatoes,4.0,4.0,16.0,2023-01-02,2023-01,2023,1,2,Monday,0,4.0,0,False,False,True,False,False,True
Ice Cream,5.0,3.0,15.0,2022-01-06,2022-01,2022,1,6,Thursday,0,5.0,0,False,False,False,False,True,False
Pasta Alfredo,12.0,4.0,48.0,2022-12-10,2022-12,2022,12,10,Saturday,1,12.0,0,False,True,False,False,False,True
Pasta Alfredo,12.0,4.0,48.0,2022-09-16,2022-09,2022,9,16,Friday,0,12.0,0,False,True,False,False,False,True
French Fries,4.0,5.0,20.0,2022-12-19,2022-12,2022,12,19,Monday,0,4.0,0,False,False,False,True,True,False
French Fries,4.0,1.0,4.0,2022-08-29,2022-08,2022,8,29,Monday,0,4.0,0,False,False,False,True,True,False
Side Salad,3.0,3.0,9.0,2022-10-03,2022-10,2022,10,3,Monday,0,3.0,0,False,False,True,False,False,False
Beef Chili,7.0,3.0,21.0,2022-09-26,2022-09,2022,9,26,Monday,0,7.0,0,False,False,False,True,False,True
Orange Juice,3.0,1.0,3.0,2023-12-07,2023-12,2023,12,7,Thursday,0,3.0,0,True,False,False,False,False,False
Cheesecake,7.0,5.0,35.0,2023-06-11,2023-06,2023,6,11,Sunday,1,7.0,0,False,False,False,False,False,False
Brownie,6.0,4.0,24.0,2022-09-05,2022-09,2022,9,5,Monday,0,6.0,0,False,False,False,False,True,False
French Fries,4.0,5.0,20.0,2022-06-28,2022-06,2022,6,28,Tuesday,0,4.0,0,False,False,False,True,True,False
Water,1.0,1.0,1.0,2023-02-10,2023-02,2023,2,10,Friday,0,1.0,0,True,False,False,False,True,False
Vegetarian Platter,14.0,1.0,14.0,2022-05-07,2022-05,2022,5,7,Saturday,1,14.0,0,False,True,False,False,False,False
Ice Cream,5.0,2.0,10.0,2022-10-27,2022-10,2022,10,27,Thursday,0,5.0,0,False,False,False,False,False,False
Garlic Bread,4.0,3.0,12.0,2022-06-16,2022-06,2022,6,16,Thursday,0,4.0,0,False,False,True,False,True,False
Grilled Chicken,15.0,5.0,75.0,2022-10-10,2022-10,2022,10,10,Monday,0,15.0,0,False,True,False,False,False,True
Pasta Alfredo,12.0,2.0,24.0,2023-03-01,2023-03,2023,3,1,Wednesday,0,12.0,0,False,True,False,False,True,False
Orange Juice,3.0,4.0,12.0,2023-09-14,2023-09,2023,9,14,Thursday,0,3.0,0,True,False,False,False,False,False
Chocolate Cake,6.0,2.0,12.0,2022-09-13,2022-09,2022,9,13,Tuesday,0,6.0,0,False,False,False,False,False,False
Water,1.0,3.0,3.0,2022-03-16,2022-03,2022,3,16,Wednesday,0,1.0,0,True,False,False,False,False,True
Onion Rings,5.0,3.0,15.0,2022-01-06,2022-01,2022,1,6,Thursday,0,5.0,0,False,False,True,False,True,False
Water,1.0,5.0,5.0,2023-02-02,2023-02,2023,2,2,Thursday,0,1.0,0,True,False,False,False,True,False
Pasta Alfredo,12.0,5.0,60.0,2022-11-22,2022-11,2022,11,22,Tuesday,0,12.0,0,False,True,False,False,True,False
Chocolate Cake,6.0,4.0,24.0,2023-09-15,2023-09,2023,9,15,Friday,0,6.0,0,False,False,False,False,False,False
Cheesecake,7.0,5.0,35.0,2023-10-15,2023-10,2023,10,15,Sunday,1,7.0,0,False,False,False,False,False,False
Cheese Fries,5.0,2.0,10.0,2022-07-01,2022-07,2022,7,1,Friday,0,5.0,0,False,False,False,True,True,False
Pasta Alfredo,12.0,5.0,60.0,2023-07-09,2023-07,2023,7,9,Sunday,1,12.0,0,False,True,False,False,False,True
Garlic Bread,4.0,5.0,20.0,2023-11-07,2023-11,2023,11,7,Tuesday,0,4.0,0,False,False,True,False,False,True
Chocolate Cake,6.0,1.0,6.0,2023-08-24,2023-08,2023,8,24,Thursday,0,6.0,0,False,False,False,False,False,True
Chocolate Cake,6.0,4.0,24.0,2023-04-12,2023-04,2023,4,12,Wednesday,0,6.0,0,False,False,False,False,False,False
Sweet Potato Fries,5.0,2.0,10.0,2023-11-01,2023-11,2023,11,1,Wednesday,0,5.0,0,False,False,False,True,False,True
Orange Juice,3.0,3.0,9.0,2023-12-24,2023-12,2023,12,24,Sunday,1,3.0,0,True,False,False,False,True,False
French Fries,4.0,1.0,4.0,2022-09-26,2022-09,2022,9,26,Monday,0,4.0,0,False,False,False,True,False,False
Cheese Fries,5.0,5.0,25.0,2023-03-17,2023-03,2023,3,17,Friday,0,5.0,0,False,False,False,True,False,True
Garlic Bread,4.0,5.0,20.0,2023-04-21,2023-04,2023,4,21,Friday,0,4.0,0,False,False,True,False,False,False
Steak,20.0,2.0,40.0,2022-05-26,2022-05,2022,5,26,Thursday,0,20.0,0,False,True,False,False,False,False
Cheese Fries,5.0,5.0,25.0,2022-11-02,2022-11,2022,11,2,Wednesday,0,5.0,0,False,False,False,True,True,False
Water,1.0,1.0,1.0,2022-02-24,2022-02,2022,2,24,Thursday,0,1.0,0,True,False,False,False,False,True
Side Salad,3.0,1.0,3.0,2022-01-23,2022-01,2022,1,23,Sunday,1,3.0,0,False,False,True,False,False,True
Chocolate Cake,6.0,4.0,24.0,2022-09-27,2022-09,2022,9,27,Tuesday,0,6.0,0,False,False,False,False,True,False
Garlic Bread,4.0,4.0,16.0,2022-09-15,2022-09,2022,9,15,Thursday,0,4.0,0,False,False,True,False,False,True
Fruit Salad,4.0,1.0,4.0,2023-12-23,2023-12,2023,12,23,Saturday,1,4.0,0,False,False,False,False,False,False
Fruit Salad,4.0,1.0,4.0,2022-07-15,2022-07,2022,7,15,Friday,0,4.0,0,False,False,False,False,False,True
Grilled Chicken,15.0,2.0,30.0,2022-08-14,2022-08,2022,8,14,Sunday,1,15.0,0,False,True,False,False,False,True
Cheesecake,7.0,4.0,28.0,2023-11-05,2023-11,2023,11,5,Sunday,1,7.0,0,False,False,False,False,False,False
Side Salad,3.0,2.0,6.0,2022-06-10,2022-06,2022,6,10,Friday,0,3.0,0,False,False,True,False,True,False
Grilled Chicken,15.0,4.0,60.0,2022-02-06,2022-02,2022,2,6,Sunday,1,15.0,0,False,True,False,False,False,True
Steak,20.0,5.0,100.0,2023-08-01,2023-08,2023,8,1,Tuesday,0,20.0,0,False,True,False,False,False,True
Water,1.0,3.0,3.0,2023-01-19,2023-01,2023,1,19,Thursday,0,1.0,0,True,False,False,False,False,False
Iced Tea,2.5,3.0,7.5,2023-01-08,2023-01,2023,1,8,Sunday,1,2.5,0,True,False,False,False,False,False
Vegetarian Platter,14.0,3.0,42.0,2022-10-19,2022-10,2022,10,19,Wednesday,0,14.0,0,False,True,False,False,True,False
Brownie,6.0,4.0,24.0,2022-10-27,2022-10,2022,10,27,Thursday,0,6.0,0,False,False,False,False,True,False
Brownie,6.0,5.0,30.0,2022-07-13,2022-07,2022,7,13,Wednesday,0,6.0,0,False,False,False,False,True,False
Brownie,6.0,2.0,12.0,2022-06-07,2022-06,2022,6,7,Tuesday,0,6.0,0,False,False,False,False,False,False
French Fries,4.0,3.0,12.0,2022-06-16,2022-06,2022,6,16,Thursday,0,4.0,0,False,False,False,True,False,True
Vegetarian Platter,14.0,5.0,70.0,2023-03-17,2023-03,2023,3,17,Friday,0,14.0,0,False,True,False,False,True,False
Sweet Potato Fries,5.0,5.0,25.0,2023-02-01,2023-02,2023,2,1,Wednesday,0,5.0,0,False,False,False,True,False,False
Cheesecake,7.0,5.0,35.0,2023-01-02,2023-01,2023,1,2,Monday,0,7.0,0,False,False,False,False,True,False
Pasta Alfredo,12.0,2.0,24.0,2022-09-17,2022-09,2022,9,17,Saturday,1,12.0,0,False,True,False,False,True,False
Cheese Fries,5.0,4.0,20.0,2023-08-09,2023-08,2023,8,9,Wednesday,0,5.0,0,False,False,False,True,True,False
Side Salad,3.0,5.0,15.0,2022-04-08,2022-04,2022,4,8,Friday,0,3.0,0,False,False,True,False,False,False
Mashed Potatoes,4.0,2.0,8.0,2022-07-20,2022-07,2022,7,20,Wednesday,0,4.0,0,False,False,True,False,False,False
Chicken Melt,8.0,3.0,24.0,2022-01-19,2022-01,2022,1,19,Wednesday,0,8.0,0,False,False,False,True,True,False
Chocolate Cake,6.0,4.0,24.0,2023-06-14,2023-06,2023,6,14,Wednesday,0,6.0,0,False,False,False,False,False,True
Garlic Bread,4.0,5.0,20.0,2022-01-12,2022-01,2022,1,12,Wednesday,0,4.0,0,False,False,True,False,True,False
Steak,20.0,4.0,80.0,2023-06-29,2023-06,2023,6,29,Thursday,0,20.0,0,False,True,False,False,False,True
French Fries,4.0,1.0,4.0,2022-07-17,2022-07,2022,7,17,Sunday,1,4.0,0,False,False,False,True,False,False
Garlic Bread,4.0,4.0,16.0,2023-10-23,2023-10,2023,10,23,Monday,0,4.0,0,False,False,True,False,False,True
Orange Juice,3.0,1.0,3.0,2022-06-05,2022-06,2022,6,5,Sunday,1,3.0,0,True,False,False,False,True,False
Chocolate Cake,6.0,1.0,6.0,2022-04-18,2022-04,2022,4,18,Monday,0,6.0,0,False,False,False,False,False,True
Cheese Fries,5.0,4.0,20.0,2022-08-20,2022-08,2022,8,20,Saturday,1,5.0,0,False,False,False,True,False,False
Mashed Potatoes,4.0,1.0,4.0,2022-05-14,2022-05,2022,5,14,Saturday,1,4.0,0,False,False,True,False,False,False
Brownie,6.0,2.0,12.0,2023-05-20,2023-05,2023,5,20,Saturday,1,6.0,0,False,False,False,False,False,False
Pasta Alfredo,12.0,2.0,24.0,2022-04-17,2022-04,2022,4,17,Sunday,1,12.0,0,False,True,False,False,False,True
Iced Tea,2.5,1.0,2.5,2022-11-11,2022-11,2022,11,11,Friday,0,2.5,0,True,False,False,False,True,False
Iced Tea,2.5,4.0,10.0,2022-09-12,2022-09,2022,9,12,Monday,0,2.5,0,True,False,False,False,True,False
Grilled Vegetables,5.0,4.0,20.0,2023-08-02,2023-08,2023,8,2,Wednesday,0,5.0,0,False,False,True,False,False,False
Ice Cream,5.0,1.0,5.0,2022-12-08,2022-12,2022,12,8,Thursday,0,5.0,0,False,False,False,False,True,False
Ice Cream,5.0,3.0,15.0,2022-06-05,2022-06,2022,6,5,Sunday,1,5.0,0,False,False,False,False,False,True
Ice Cream,5.0,4.0,20.0,2023-04-13,2023-04,2023,4,13,Thursday,0,5.0,0,False,False,False,False,True,False
Ice Cream,5.0,5.0,25.0,2023-08-24,2023-08,2023,8,24,Thursday,0,5.0,0,False,False,False,False,True,False
Vegetarian Platter,14.0,5.0,70.0,2022-05-27,2022-05,2022,5,27,Friday,0,14.0,0,False,True,False,False,False,True
Fruit Salad,4.0,3.0,12.0,2022-04-01,2022-04,2022,4,1,Friday,0,4.0,0,False,False,False,False,False,True
Side Salad,3.0,2.0,6.0,2022-02-05,2022-02,2022,2,5,Saturday,1,3.0,0,False,False,True,False,True,False
Side Salad,3.0,2.0,6.0,2023-01-05,2023-01,2023,1,5,Thursday,0,3.0,0,False,False,True,False,False,False
Fruit Salad,4.0,2.0,8.0,2022-12-10,2022-12,2022,12,10,Saturday,1,4.0,0,False,False,False,False,False,False
Brownie,6.0,1.0,6.0,2022-04-26,2022-04,2022,4,26,Tuesday,0,6.0,0,False,False,False,False,False,False
Ice Cream,5.0,4.0,20.0,2022-01-07,2022-01,2022,1,7,Friday,0,5.0,0,False,False,False,False,False,False
Pasta Alfredo,12.0,4.0,48.0,2022-04-12,2022-04,2022,4,12,Tuesday,0,12.0,0,False,True,False,False,False,False
Side Salad,3.0,5.0,15.0,2023-04-17,2023-04,2023,4,17,Monday,0,3.0,0,False,False,True,False,False,True
Mashed Potatoes,4.0,5.0,20.0,2023-08-17,2023-08,2023,8,17,Thursday,0,4.0,0,False,False,True,False,False,True
Nachos Grande,10.0,3.0,30.0,2022-09-26,2022-09,2022,9,26,Monday,0,10.0,0,False,False,False,True,True,False
Cheesecake,7.0,4.0,28.0,2023-05-23,2023-05,2023,5,23,Tuesday,0,7.0,0,False,False,False,False,False,True
Ice Cream,5.0,5.0,25.0,2023-04-21,2023-04,2023,4,21,Friday,0,5.0,0,False,False,False,False,True,False
Ice Cream,5.0,2.0,10.0,2022-08-02,2022-08,2022,8,2,Tuesday,0,5.0,0,False,False,False,False,True,False
Chicken Melt,8.0,2.0,16.0,2023-06-13,2023-06,2023,6,13,Tuesday,0,8.0,0,False,False,False,True,False,False
Coca Cola,2.5,2.0,5.0,2023-02-17,2023-02,2023,2,17,Friday,0,2.5,0,True,False,False,False,False,False
Side Salad,3.0,1.0,3.0,2022-10-24,2022-10,2022,10,24,Monday,0,3.0,0,False,False,True,False,True,False
Side Salad,3.0,5.0,15.0,2023-12-04,2023-12,2023,12,4,Monday,0,3.0,0,False,False,True,False,False,False
Onion Rings,5.0,4.0,20.0,2022-11-04,2022-11,2022,11,4,Friday,0,5.0,0,False,False,True,False,False,False
Water,1.0,3.0,3.0,2022-03-04,2022-03,2022,3,4,Friday,0,1.0,0,True,False,False,False,False,True
Cheesecake,7.0,5.0,35.0,2022-06-01,2022-06,2022,6,1,Wednesday,0,7.0,0,False,False,False,False,False,True
Water,1.0,1.0,1.0,2022-04-08,2022-04,2022,4,8,Friday,0,1.0,0,True,False,False,False,True,False
Beef Chili,7.0,2.0,14.0,2023-09-17,2023-09,2023,9,17,Sunday,1,7.0,0,False,False,False,True,True,False
Ice Cream,5.0,5.0,25.0,2022-09-13,2022-09,2022,9,13,Tuesday,0,5.0,0,False,False,False,False,True,False
Cheesecake,7.0,1.0,7.0,2023-03-03,2023-03,2023,3,3,Friday,0,7.0,0,False,False,False,False,False,False
Beef Chili,7.0,4.0,28.0,2023-06-20,2023-06,2023,6,20,Tuesday,0,7.0,0,False,False,False,True,True,False
Lemonade,3.0,1.0,3.0,2022-05-23,2022-05,2022,5,23,Monday,0,3.0,0,True,False,False,False,False,True
Steak,20.0,5.0,100.0,2022-01-13,2022-01,2022,1,13,Thursday,0,20.0,0,False,True,False,False,True,False
Grilled Chicken,15.0,5.0,75.0,2023-09-18,2023-09,2023,9,18,Monday,0,15.0,0,False,True,False,False,False,False
Grilled Vegetables,5.0,2.0,10.0,2022-11-17,2022-11,2022,11,17,Thursday,0,5.0,0,False,False,True,False,True,False
Grilled Chicken,15.0,2.0,30.0,2022-05-28,2022-05,2022,5,28,Saturday,1,15.0,0,False,True,False,False,True,False
Fruit Salad,4.0,2.0,8.0,2022-03-26,2022-03,2022,3,26,Saturday,1,4.0,0,False,False,False,False,True,False
Lemonade,3.0,3.0,9.0,2023-09-25,2023-09,2023,9,25,Monday,0,3.0,0,True,False,False,False,False,True
Pasta Alfredo,12.0,4.0,48.0,2022-06-30,2022-06,2022,6,30,Thursday,0,12.0,0,False,True,False,False,False,True
Chicken Melt,8.0,2.0,16.0,2023-11-25,2023-11,2023,11,25,Saturday,1,8.0,0,False,False,False,True,False,False
Cheese Fries,5.0,2.0,10.0,2023-07-04,2023-07,2023,7,4,Tuesday,0,5.0,0,False,False,False,True,False,True
Side Salad,3.0,3.0,9.0,2022-04-20,2022-04,2022,4,20,Wednesday,0,3.0,0,False,False,True,False,True,False
Water,1.0,3.0,3.0,2022-09-25,2022-09,2022,9,25,Sunday,1,1.0,0,True,False,False,False,False,False
Coca Cola,2.5,3.0,7.5,2023-12-15,2023-12,2023,12,15,Friday,0,2.5,0,True,False,False,False,True,False
Chocolate Cake,6.0,5.0,30.0,2022-03-03,2022-03,2022,3,3,Thursday,0,6.0,0,False,False,False,False,False,True
Nachos Grande,10.0,2.0,20.0,2022-06-16,2022-06,2022,6,16,Thursday,0,10.0,0,False,False,False,True,False,True
Chocolate Cake,6.0,4.0,24.0,2022-01-15,2022-01,2022,1,15,Saturday,1,6.0,0,False,False,False,False,False,True
Chocolate Cake,6.0,2.0,12.0,2023-05-29,2023-05,2023,5,29,Monday,0,6.0,0,False,False,False,False,True,False
Side Salad,3.0,3.0,9.0,2023-06-22,2023-06,2023,6,22,Thursday,0,3.0,0,False,False,True,False,True,False
Chicken Melt,8.0,2.0,16.0,2023-01-20,2023-01,2023,1,20,Friday,0,8.0,0,False,False,False,True,False,False
Chocolate Cake,6.0,4.0,24.0,2022-10-29,2022-10,2022,10,29,Saturday,1,6.0,0,False,False,False,False,True,False
Grilled Chicken,15.0,3.0,45.0,2022-03-03,2022-03,2022,3,3,Thursday,0,15.0,0,False,True,False,False,False,True
Steak,20.0,4.0,80.0,2022-10-04,2022-10,2022,10,4,Tuesday,0,20.0,0,False,True,False,False,False,False
Nachos Grande,10.0,5.0,50.0,2022-10-09,2022-10,2022,10,9,Sunday,1,10.0,0,False,False,False,True,True,False
Garlic Bread,4.0,3.0,12.0,2023-10-15,2023-10,2023,10,15,Sunday,1,4.0,0,False,False,True,False,False,False
Vegetarian Platter,14.0,2.0,28.0,2023-10-20,2023-10,2023,10,20,Friday,0,14.0,0,False,True,False,False,False,False
Lemonade,3.0,5.0,15.0,2022-02-15,2022-02,2022,2,15,Tuesday,0,3.0,0,True,False,False,False,False,True
French Fries,4.0,3.0,12.0,2022-12-04,2022-12,2022,12,4,Sunday,1,4.0,0,False,False,False,True,False,False
Side Salad,3.0,2.0,6.0,2022-03-06,2022-03,2022,3,6,Sunday,1,3.0,0,False,False,True,False,False,False
Grilled Chicken,15.0,2.0,30.0,2022-12-18,2022-12,2022,12,18,Sunday,1,15.0,0,False,True,False,False,True,False
Ice Cream,5.0,2.0,10.0,2022-11-23,2022-11,2022,11,23,Wednesday,0,5.0,0,False,False,False,False,True,False
Coca Cola,2.5,5.0,12.5,2022-01-09,2022-01,2022,1,9,Sunday,1,2.5,0,True,False,False,False,True,False
Coca Cola,2.5,5.0,12.5,2022-06-08,2022-06,2022,6,8,Wednesday,0,2.5,0,True,False,False,False,False,True
Coca Cola,2.5,3.0,7.5,2022-09-30,2022-09,2022,9,30,Friday,0,2.5,0,True,False,False,False,False,False
Onion Rings,5.0,3.0,15.0,2022-11-10,2022-11,2022,11,10,Thursday,0,5.0,0,False,False,True,False,True,False
